video,index,index of user operation frame,index of response frame,index of finish frame,index of end frame,response time(ms),finish time(ms)
popular_study-personalization-walli-scenario_2-video,8,289,291,317,317,33,698
popular_study-personalization-zedge-scenario_1-video,1,1,5,24,24,79,498
popular_study-personalization-zedge-scenario_1-video,2,25,28,53,53,69,648
popular_study-personalization-zedge-scenario_1-video,3,54,57,111,111,67,2270
popular_study-personalization-zedge-scenario_1-video,4,112,116,160,162,102,1912
popular_study-personalization-zedge-scenario_1-video,5,163,169,194,196,162,1152
popular_study-personalization-zedge-scenario_1-video,6,197,202,236,240,116,1349
popular_study-personalization-zedge-scenario_1-video,7,241,244,313,313,55,3717
popular_study-personalization-zedge-scenario_1-video,8,314,326,377,377,781,2679
popular_study-personalization-zedge-scenario_1-video,9,378,389,405,409,488,1043
popular_study-personalization-zedge-scenario_2-video,1,1,4,27,31,94,691
popular_study-personalization-zedge-scenario_2-video,2,32,33,35,37,29,83
popular_study-personalization-zedge-scenario_2-video,3,38,39,42,42,29,109
popular_study-personalization-zedge-scenario_2-video,4,43,44,47,47,34,126
popular_study-personalization-zedge-scenario_2-video,5,48,51,58,60,107,296
popular_study-personalization-zedge-scenario_2-video,6,61,62,65,65,23,131
popular_study-personalization-zedge-scenario_2-video,7,66,67,70,73,25,110
popular_study-personalization-zedge-scenario_2-video,8,74,75,80,83,31,164
popular_study-personalization-zedge-scenario_2-video,9,84,84,88,88,0,127
popular_study-personalization-zedge-scenario_2-video,10,89,89,92,100,0,79
popular_study-personalization-zedge-scenario_2-video,11,101,105,148,153,105,1207
popular_study-personalization-zedge-scenario_2-video,12,154,164,168,169,302,484
popular_study-personalization-zedge-scenario_2-video,13,170,175,193,193,108,514
popular_study-personalization-zedge-scenario_2-video,14,194,195,211,211,20,408
popular_study-personalization-zedge-scenario_2-video,15,212,215,246,246,71,807
popular_study-personalization-zedge-scenario_2-video,16,247,258,321,321,348,1925
popular_study-personalization-zedge-scenario_2-video,17,322,324,334,334,84,1435
popular_study-personalization-zedge-scenario_2-video,18,335,338,398,399,114,2835
popular_study-photography-google_photos-scenario_1-video,1,2,4,24,26,40,419
popular_study-photography-google_photos-scenario_1-video,2,27,31,56,62,69,539
popular_study-photography-google_photos-scenario_1-video,3,63,66,88,100,55,492
popular_study-photography-google_photos-scenario_1-video,4,101,102,125,131,61,514
popular_study-photography-google_photos-scenario_1-video,5,132,134,162,184,84,594
popular_study-photography-google_photos-scenario_1-video,6,185,190,204,240,93,378
popular_study-photography-google_photos-scenario_1-video,7,241,250,272,277,207,703
popular_study-photography-google_photos-scenario_1-video,8,278,282,295,311,100,354
popular_study-photography-google_photos-scenario_1-video,9,312,317,337,340,114,524
popular_study-photography-google_photos-scenario_1-video,10,341,342,344,349,16,121
popular_study-photography-google_photos-scenario_1-video,11,350,350,354,360,0,91
popular_study-photography-google_photos-scenario_1-video,12,361,362,367,372,23,126
popular_study-photography-google_photos-scenario_1-video,13,373,374,378,381,26,127
popular_study-photography-google_photos-scenario_1-video,14,382,383,386,391,20,90
popular_study-photography-google_photos-scenario_1-video,15,392,393,396,402,25,96
popular_study-photography-google_photos-scenario_1-video,16,403,404,406,415,21,62
popular_study-photography-google_photos-scenario_1-video,17,416,417,556,565,17,3192
popular_study-photography-google_photos-scenario_1-video,18,566,569,592,602,96,665
popular_study-photography-google_photos-scenario_2-video,1,1,7,21,21,158,422
popular_study-photography-google_photos-scenario_2-video,2,22,26,97,97,71,2326
popular_study-photography-google_photos-scenario_2-video,3,98,100,173,174,38,1347
popular_study-photography-google_photos-scenario_2-video,4,175,176,212,212,15,692
popular_study-photography-google_photos-scenario_2-video,5,213,214,270,273,18,1068
popular_study-photography-google_photos-scenario_2-video,6,274,276,335,335,48,2227
popular_study-photography-google_photos-scenario_2-video,7,336,338,373,385,46,694
popular_study-photography-google_photos-scenario_2-video,8,386,391,443,467,93,1057
popular_study-photography-google_photos-scenario_2-video,9,468,470,503,512,69,851
popular_study-photography-google_photos-scenario_2-video,10,513,519,634,635,114,2426
popular_study-photography-google_photos-scenario_2-video,11,636,642,655,656,105,386
popular_study-photography-google_photos-scenario_2-video,12,657,671,684,686,289,562
popular_study-photography-google_photos-scenario_2-video,13,687,696,720,742,218,696
popular_study-photography-google_photos-scenario_2-video,14,743,747,759,774,102,1691
popular_study-photography-google_photos-scenario_2-video,15,775,779,792,792,75,334
popular_study-photography-google_photos-scenario_2-video,16,793,804,822,849,198,524
popular_study-photography-google_photos-scenario_2-video,17,850,854,861,896,70,201
popular_study-photography-google_photos-scenario_2-video,18,897,900,925,944,61,624
popular_study-photography-pics_art-scenario_1-video,1,1,5,50,69,78,1026
popular_study-photography-pics_art-scenario_1-video,2,70,73,96,96,63,564
popular_study-photography-pics_art-scenario_1-video,3,97,98,118,125,21,464
popular_study-photography-pics_art-scenario_1-video,4,126,131,210,250,96,2441
popular_study-photography-pics_art-scenario_1-video,5,251,255,271,282,101,577
popular_study-photography-pics_art-scenario_1-video,6,283,287,307,341,105,737
popular_study-photography-pics_art-scenario_1-video,7,342,347,360,464,131,427
popular_study-photography-pics_art-scenario_1-video,8,465,468,490,524,77,656
popular_study-photography-pics_art-scenario_1-video,9,525,527,638,651,70,2963
popular_study-photography-pics_art-scenario_1-video,10,652,659,666,699,156,296
popular_study-photography-pics_art-scenario_1-video,11,700,706,715,716,129,305
popular_study-photography-pics_art-scenario_1-video,12,717,732,742,742,1136,1391
popular_study-photography-pics_art-scenario_1-video,13,743,751,764,765,187,1472
popular_study-photography-pics_art-scenario_1-video,14,766,772,813,813,496,4223
popular_study-photography-pics_art-scenario_1-video,15,814,829,900,904,713,2431
popular_study-photography-pics_art-scenario_1-video,16,905,910,932,947,109,614
popular_study-photography-pics_art-scenario_1-video,17,948,955,977,977,180,675
popular_study-photography-pics_art-scenario_1-video,18,978,981,1043,1046,73,1545
popular_study-photography-pics_art-scenario_2-video,1,1,8,28,49,140,538
popular_study-photography-pics_art-scenario_2-video,2,50,63,100,101,319,1131
popular_study-photography-pics_art-scenario_2-video,3,102,108,128,128,131,542
popular_study-photography-pics_art-scenario_2-video,4,129,130,150,167,26,449
popular_study-photography-pics_art-scenario_2-video,5,168,169,179,180,23,233
popular_study-photography-pics_art-scenario_2-video,6,181,186,190,198,113,207
popular_study-photography-pics_art-scenario_2-video,7,199,200,201,205,40,60
popular_study-photography-pics_art-scenario_2-video,8,206,207,208,218,25,49
popular_study-photography-pics_art-scenario_2-video,9,219,219,222,228,0,138
popular_study-photography-pics_art-scenario_2-video,10,229,230,232,234,20,140
popular_study-photography-pics_art-scenario_2-video,11,235,235,239,239,0,96
popular_study-photography-pics_art-scenario_2-video,12,240,240,247,251,0,154
popular_study-photography-pics_art-scenario_2-video,13,252,253,255,263,22,101
popular_study-photography-pics_art-scenario_2-video,14,264,265,267,275,19,90
popular_study-photography-pics_art-scenario_2-video,15,276,277,278,288,23,93
popular_study-photography-pics_art-scenario_2-video,16,289,291,306,315,43,381
popular_study-photography-pics_art-scenario_2-video,17,316,322,348,369,120,652
popular_study-photography-pics_art-scenario_2-video,18,370,374,390,406,192,640
popular_study-photography-pics_art-scenario_2-video,19,407,407,411,421,0,124
popular_study-photography-pics_art-scenario_2-video,20,422,423,426,429,19,128
popular_study-photography-pics_art-scenario_2-video,21,430,431,437,444,23,154
popular_study-photography-pics_art-scenario_2-video,22,445,446,449,454,21,90
popular_study-photography-pics_art-scenario_2-video,23,455,456,460,467,29,116
popular_study-photography-pics_art-scenario_2-video,24,468,469,472,479,23,101
popular_study-photography-pics_art-scenario_2-video,25,480,481,483,492,19,103
popular_study-photography-pics_art-scenario_2-video,26,493,495,514,521,44,460
popular_study-photography-pics_art-scenario_2-video,27,522,525,572,590,61,980
popular_study-photography-pics_art-scenario_2-video,28,591,599,610,612,217,463
popular_study-photography-pics_art-scenario_2-video,29,613,614,619,625,19,141
popular_study-photography-pics_art-scenario_2-video,30,626,627,634,634,23,206
popular_study-photography-pics_art-scenario_2-video,31,635,637,638,638,52,77
popular_study-photography-pics_art-scenario_2-video,32,639,639,646,649,0,179
popular_study-photography-pics_art-scenario_2-video,33,650,651,653,660,19,117
popular_study-photography-pics_art-scenario_2-video,34,661,662,664,673,19,74
popular_study-photography-pics_art-scenario_2-video,35,674,676,693,700,44,468
popular_study-photography-pics_art-scenario_2-video,36,701,705,732,732,84,717
popular_study-photography-pics_art-scenario_2-video,37,733,736,769,780,69,804
popular_study-photography-pics_art-scenario_2-video,38,781,792,881,881,268,2340
popular_study-productivity-google_docs-scenario_1-video,1,4,8,35,52,168,652
popular_study-productivity-google_docs-scenario_1-video,2,53,56,91,91,106,776
popular_study-productivity-google_docs-scenario_1-video,3,92,94,125,125,34,585
popular_study-productivity-google_docs-scenario_1-video,4,126,128,168,172,40,801
popular_study-productivity-google_docs-scenario_1-video,5,173,175,435,436,69,6779
popular_study-productivity-google_docs-scenario_1-video,6,437,438,467,476,15,640
popular_study-productivity-google_docs-scenario_1-video,7,477,478,484,489,64,199
popular_study-productivity-google_docs-scenario_1-video,8,490,491,512,516,20,815
popular_study-productivity-google_docs-scenario_1-video,9,517,521,523,525,117,159
popular_study-productivity-google_docs-scenario_1-video,10,526,527,530,534,19,86
popular_study-productivity-google_docs-scenario_1-video,11,535,536,541,543,21,127
popular_study-productivity-google_docs-scenario_1-video,12,544,545,562,570,20,696
popular_study-productivity-google_docs-scenario_1-video,13,571,572,578,579,30,160
popular_study-productivity-google_docs-scenario_1-video,14,580,581,584,588,24,87
popular_study-productivity-google_docs-scenario_1-video,15,589,591,597,597,42,165
popular_study-productivity-google_docs-scenario_1-video,16,598,601,601,605,69,69
popular_study-productivity-google_docs-scenario_1-video,17,606,607,611,616,22,109
popular_study-productivity-google_docs-scenario_1-video,18,617,618,624,631,19,178
popular_study-productivity-google_docs-scenario_1-video,19,632,634,635,638,77,96
popular_study-productivity-google_docs-scenario_1-video,20,639,641,641,653,39,39
popular_study-productivity-google_docs-scenario_1-video,21,654,655,662,665,16,240
popular_study-productivity-google_docs-scenario_1-video,22,666,667,670,670,20,181
popular_study-productivity-google_docs-scenario_1-video,23,671,671,676,676,0,109
popular_study-productivity-google_docs-scenario_1-video,24,677,678,683,691,22,138
popular_study-productivity-google_docs-scenario_1-video,25,692,693,696,704,17,109
popular_study-productivity-google_docs-scenario_1-video,26,705,706,709,719,18,83
popular_study-productivity-google_docs-scenario_1-video,27,720,725,740,740,104,2205
popular_study-productivity-google_docs-scenario_2-video,1,1,3,26,28,73,495
popular_study-productivity-google_docs-scenario_2-video,2,29,33,88,90,115,2387
popular_study-productivity-google_docs-scenario_2-video,3,91,94,127,143,82,685
popular_study-productivity-google_docs-scenario_2-video,4,144,154,166,166,222,489
popular_study-productivity-google_docs-scenario_2-video,5,167,172,187,215,165,472
popular_study-productivity-google_docs-scenario_2-video,6,216,219,239,239,101,486
popular_study-productivity-microsoft_outlook-scenario_1-video,1,1,6,50,66,162,1167
popular_study-productivity-microsoft_outlook-scenario_1-video,2,67,69,79,79,37,323
popular_study-productivity-microsoft_outlook-scenario_1-video,3,80,81,85,86,18,148
popular_study-productivity-microsoft_outlook-scenario_1-video,4,87,88,93,93,19,122
popular_study-productivity-microsoft_outlook-scenario_1-video,5,94,95,100,109,19,126
popular_study-productivity-microsoft_outlook-scenario_1-video,6,110,111,114,123,17,109
popular_study-productivity-microsoft_outlook-scenario_1-video,7,124,126,134,136,108,272
popular_study-productivity-microsoft_outlook-scenario_1-video,8,137,138,145,145,18,218
popular_study-productivity-microsoft_outlook-scenario_1-video,9,146,147,151,156,20,102
popular_study-productivity-microsoft_outlook-scenario_1-video,10,157,158,161,161,19,166
popular_study-productivity-microsoft_outlook-scenario_1-video,11,162,163,165,176,20,63
popular_study-productivity-microsoft_outlook-scenario_1-video,12,177,178,187,190,62,248
popular_study-productivity-microsoft_outlook-scenario_1-video,13,191,192,195,197,18,96
popular_study-productivity-microsoft_outlook-scenario_1-video,14,198,199,203,208,19,100
popular_study-productivity-microsoft_outlook-scenario_1-video,15,209,210,215,215,20,146
popular_study-productivity-microsoft_outlook-scenario_1-video,16,216,217,221,225,22,106
popular_study-productivity-microsoft_outlook-scenario_1-video,17,226,227,232,239,20,126
popular_study-productivity-microsoft_outlook-scenario_1-video,18,240,241,244,244,23,97
popular_study-productivity-microsoft_outlook-scenario_1-video,19,245,246,252,252,20,151
popular_study-productivity-microsoft_outlook-scenario_1-video,20,253,257,259,265,83,121
popular_study-productivity-microsoft_outlook-scenario_1-video,21,266,267,268,268,21,132
popular_study-productivity-microsoft_outlook-scenario_1-video,22,269,274,277,284,99,160
popular_study-productivity-microsoft_outlook-scenario_1-video,23,285,286,289,289,18,122
popular_study-productivity-microsoft_outlook-scenario_1-video,24,290,291,295,299,20,101
popular_study-productivity-microsoft_outlook-scenario_1-video,25,300,301,304,304,20,92
popular_study-productivity-microsoft_outlook-scenario_1-video,26,305,305,310,319,0,108
popular_study-productivity-microsoft_outlook-scenario_1-video,27,320,322,444,447,104,5433
popular_study-productivity-microsoft_outlook-scenario_2-video,1,2,5,28,62,88,539
popular_study-productivity-microsoft_outlook-scenario_2-video,2,63,70,95,99,135,699
popular_study-productivity-microsoft_outlook-scenario_2-video,3,100,109,139,142,234,839
popular_study-productivity-microsoft_outlook-scenario_2-video,4,143,144,204,214,18,1938
popular_study-productivity-microsoft_outlook-scenario_2-video,5,215,216,229,229,24,314
popular_study-productivity-microsoft_outlook-scenario_2-video,6,230,231,234,241,17,121
popular_study-productivity-microsoft_outlook-scenario_2-video,7,242,243,245,253,18,91
popular_study-productivity-microsoft_outlook-scenario_2-video,8,254,255,259,266,19,137
popular_study-productivity-microsoft_outlook-scenario_2-video,9,267,268,272,279,19,147
popular_study-productivity-microsoft_outlook-scenario_2-video,10,280,281,286,292,17,124
popular_study-productivity-microsoft_outlook-scenario_2-video,11,293,294,296,305,17,107
popular_study-productivity-microsoft_outlook-scenario_2-video,12,306,307,310,320,17,87
popular_study-productivity-microsoft_outlook-scenario_2-video,13,321,322,323,334,16,76
popular_study-productivity-microsoft_outlook-scenario_2-video,14,335,336,338,348,27,109
popular_study-productivity-microsoft_outlook-scenario_2-video,15,349,350,356,360,16,148
popular_study-productivity-microsoft_outlook-scenario_2-video,16,361,362,364,365,22,125
popular_study-productivity-microsoft_outlook-scenario_2-video,17,366,367,372,372,21,134
popular_study-productivity-microsoft_outlook-scenario_2-video,18,373,374,378,385,20,102
popular_study-productivity-microsoft_outlook-scenario_2-video,19,386,387,389,396,20,104
popular_study-productivity-microsoft_outlook-scenario_2-video,20,397,398,401,411,24,117
popular_study-productivity-microsoft_outlook-scenario_2-video,21,412,423,440,442,279,678
popular_study-productivity-microsoft_outlook-scenario_2-video,22,443,447,464,464,67,389
popular_study-productivity-microsoft_outlook-scenario_2-video,23,465,467,539,539,56,1389
popular_study-productivity-microsoft_outlook-scenario_2-video,24,540,542,583,583,38,796
popular_study-productivity-microsoft_outlook-scenario_2-video,25,584,592,602,630,167,401
popular_study-productivity-microsoft_outlook-scenario_2-video,26,631,635,650,651,103,421
popular_study-shopping-amazon-scenario_1-video,1,1,10,78,79,215,1665
popular_study-shopping-amazon-scenario_1-video,2,80,82,100,146,80,433
popular_study-shopping-amazon-scenario_1-video,3,147,153,180,202,119,662
popular_study-shopping-amazon-scenario_1-video,4,203,207,273,286,78,3219
popular_study-shopping-amazon-scenario_1-video,5,287,299,299,301,1069,1069
popular_study-shopping-amazon-scenario_1-video,6,302,307,330,331,150,1172
popular_study-shopping-amazon-scenario_1-video,7,332,336,370,371,80,819
popular_study-shopping-amazon-scenario_1-video,8,372,377,409,409,129,768
popular_study-shopping-amazon-scenario_1-video,9,410,415,450,453,102,848
popular_study-shopping-amazon-scenario_1-video,10,454,458,519,519,81,1370
popular_study-shopping-amazon-scenario_1-video,11,520,531,537,537,311,678
popular_study-shopping-amazon-scenario_1-video,12,538,547,642,643,218,3286
popular_study-shopping-amazon-scenario_1-video,13,644,648,670,670,99,609
popular_study-shopping-amazon-scenario_1-video,14,671,672,703,703,25,785
popular_study-shopping-amazon-scenario_1-video,15,704,708,719,719,114,419
popular_study-shopping-amazon-scenario_1-video,16,720,725,744,744,120,584
popular_study-shopping-amazon-scenario_1-video,17,745,746,770,770,31,594
popular_study-shopping-amazon-scenario_1-video,18,771,774,795,817,71,574
popular_study-shopping-amazon-scenario_1-video,19,818,821,847,847,68,641
popular_study-shopping-amazon-scenario_1-video,20,848,853,879,879,113,674
popular_study-shopping-amazon-scenario_1-video,21,880,883,910,918,62,684
popular_study-shopping-amazon-scenario_1-video,22,919,924,979,979,121,1402
popular_study-shopping-amazon-scenario_1-video,23,980,985,1004,1004,115,536
popular_study-shopping-amazon-scenario_1-video,24,1005,1009,1050,1050,91,1070
popular_study-shopping-amazon-scenario_1-video,25,1051,1052,1116,1116,32,1537
popular_study-shopping-amazon-scenario_1-video,26,1117,1121,1143,1143,107,629
popular_study-shopping-amazon-scenario_1-video,27,1144,1147,1165,1165,66,501
popular_study-shopping-amazon-scenario_1-video,28,1166,1170,1227,1227,87,1490
popular_study-shopping-amazon-scenario_1-video,29,1228,1234,1259,1278,136,714
popular_study-shopping-amazon-scenario_1-video,30,1279,1292,1364,1369,400,1954
popular_study-shopping-amazon-scenario_1-video,31,1370,1373,1399,1403,64,682
popular_study-shopping-amazon-scenario_1-video,32,1404,1410,1496,1504,141,2290
popular_study-shopping-amazon-scenario_2-video,1,1,36,44,66,956,1222
popular_study-shopping-amazon-scenario_2-video,2,67,75,87,87,178,615
popular_study-shopping-amazon-scenario_2-video,3,88,89,92,100,18,101
popular_study-shopping-amazon-scenario_2-video,4,101,102,106,112,21,177
popular_study-shopping-amazon-scenario_2-video,5,113,114,119,124,25,144
popular_study-shopping-amazon-scenario_2-video,6,125,126,131,136,21,153
popular_study-shopping-amazon-scenario_2-video,7,137,138,144,144,23,183
popular_study-shopping-amazon-scenario_2-video,8,145,146,148,148,24,73
popular_study-shopping-amazon-scenario_2-video,9,149,150,153,160,25,99
popular_study-shopping-amazon-scenario_2-video,10,161,162,162,162,16,16
popular_study-shopping-amazon-scenario_2-video,11,163,164,163,179,26,0
popular_study-shopping-amazon-scenario_2-video,12,180,181,360,379,18,3674
popular_study-shopping-amazon-scenario_2-video,13,380,381,424,425,18,861
popular_study-shopping-amazon-scenario_2-video,14,426,433,457,457,161,634
popular_study-shopping-amazon-scenario_2-video,15,458,464,484,484,127,580
popular_study-shopping-amazon-scenario_2-video,16,485,488,517,517,59,612
popular_study-shopping-amazon-scenario_2-video,17,518,520,544,544,38,516
popular_study-shopping-amazon-scenario_2-video,18,545,546,579,579,21,665
popular_study-shopping-amazon-scenario_2-video,19,580,581,692,692,22,2474
popular_study-shopping-amazon-scenario_2-video,20,693,700,860,860,170,3459
popular_study-shopping-amazon-scenario_2-video,21,861,886,949,958,832,2811
popular_study-shopping-amazon-scenario_2-video,22,959,965,1025,1026,142,1638
popular_study-shopping-amazon-scenario_2-video,23,1027,1029,1050,1052,48,548
popular_study-shopping-amazon-scenario_2-video,24,1053,1061,1083,1083,182,645
popular_study-shopping-amazon-scenario_2-video,25,1084,1086,1107,1107,44,503
popular_study-shopping-amazon-scenario_2-video,26,1108,1115,1154,1154,174,1044
popular_study-shopping-amazon-scenario_2-video,27,1155,1160,1201,1201,121,1222
popular_study-shopping-amazon-scenario_2-video,28,1202,1208,1234,1234,138,670
popular_study-shopping-amazon-scenario_2-video,29,1235,1240,1265,1265,109,650
popular_study-shopping-amazon-scenario_2-video,30,1266,1271,1304,1304,109,843
popular_study-shopping-amazon-scenario_2-video,31,1305,1308,1355,1355,69,1117
popular_study-shopping-amazon-scenario_2-video,32,1356,1392,1421,1438,1156,3046
popular_study-shopping-amazon-scenario_2-video,33,1439,1448,1473,1481,209,778
popular_study-shopping-amazon-scenario_2-video,34,1482,1487,1513,1513,117,684
popular_study-shopping-amazon-scenario_2-video,35,1514,1520,1550,1550,126,804
popular_study-shopping-amazon-scenario_2-video,36,1551,1563,1590,1607,266,827
popular_study-shopping-amazon-scenario_2-video,37,1608,1636,1691,1694,1589,3000
popular_study-shopping-letgo-scenario_1-video,1,1,5,40,45,88,1004
popular_study-shopping-letgo-scenario_1-video,2,46,47,56,58,21,279
popular_study-shopping-letgo-scenario_1-video,3,59,60,63,65,26,141
popular_study-shopping-letgo-scenario_1-video,4,66,67,73,77,22,181
popular_study-shopping-letgo-scenario_1-video,5,78,79,81,90,26,118
popular_study-shopping-letgo-scenario_1-video,6,91,92,97,98,17,178
popular_study-shopping-letgo-scenario_1-video,7,99,100,103,110,21,101
popular_study-shopping-letgo-scenario_1-video,8,111,112,122,129,17,445
popular_study-shopping-letgo-scenario_1-video,9,130,133,185,185,92,1270
popular_study-shopping-letgo-scenario_1-video,10,186,190,213,217,76,557
popular_study-shopping-letgo-scenario_1-video,11,218,223,253,253,102,700
popular_study-shopping-letgo-scenario_1-video,12,254,257,293,293,66,787
popular_study-shopping-letgo-scenario_1-video,13,294,296,312,312,42,367
popular_study-shopping-letgo-scenario_1-video,14,313,316,366,366,61,1041
popular_study-shopping-letgo-scenario_1-video,15,367,371,392,392,82,517
popular_study-shopping-letgo-scenario_1-video,16,393,439,455,456,1035,1533
popular_study-shopping-letgo-scenario_1-video,17,457,464,506,508,187,2840
popular_study-shopping-letgo-scenario_2-video,1,5,7,28,42,67,478
popular_study-shopping-letgo-scenario_2-video,2,43,47,47,68,105,105
popular_study-shopping-letgo-scenario_2-video,3,69,73,157,251,78,2097
popular_study-shopping-letgo-scenario_2-video,4,252,254,284,284,53,1797
popular_study-shopping-letgo-scenario_2-video,5,285,301,436,439,415,4029
popular_study-shopping-letgo-scenario_2-video,6,440,447,483,483,156,1634
popular_study-shopping-letgo-scenario_2-video,7,484,485,487,493,24,137
popular_study-shopping-letgo-scenario_2-video,8,494,495,497,504,19,91
popular_study-shopping-letgo-scenario_2-video,9,505,506,514,516,22,230
popular_study-shopping-letgo-scenario_2-video,10,517,518,519,528,18,95
popular_study-shopping-letgo-scenario_2-video,11,529,530,536,543,18,154
popular_study-shopping-letgo-scenario_2-video,12,544,545,547,553,21,126
popular_study-shopping-letgo-scenario_2-video,13,554,555,557,565,25,76
popular_study-shopping-letgo-scenario_2-video,14,566,573,583,585,185,600
popular_study-shopping-letgo-scenario_2-video,15,586,589,630,644,58,1050
popular_study-social-linkedin-scenario_1-video,1,1,3,24,37,35,457
popular_study-social-linkedin-scenario_1-video,2,38,42,141,145,107,2108
popular_study-social-linkedin-scenario_1-video,3,146,157,205,214,292,1772
popular_study-social-linkedin-scenario_1-video,4,215,222,241,241,131,507
popular_study-social-linkedin-scenario_1-video,5,242,246,265,265,137,514
popular_study-social-linkedin-scenario_1-video,6,266,267,282,282,44,336
popular_study-social-linkedin-scenario_1-video,7,283,287,298,305,88,313
popular_study-social-linkedin-scenario_1-video,8,306,307,317,320,18,229
popular_study-social-linkedin-scenario_1-video,9,321,322,330,333,21,210
popular_study-social-linkedin-scenario_1-video,10,334,335,339,341,18,125
popular_study-social-linkedin-scenario_1-video,11,342,343,351,352,19,195
popular_study-social-linkedin-scenario_1-video,12,353,355,362,364,44,184
popular_study-social-linkedin-scenario_1-video,13,365,366,369,377,21,104
popular_study-social-linkedin-scenario_1-video,14,378,381,381,393,68,68
popular_study-social-linkedin-scenario_1-video,15,394,410,447,464,464,1327
popular_study-social-linkedin-scenario_2-video,1,1,49,72,73,910,1986
popular_study-social-linkedin-scenario_2-video,2,74,77,116,128,110,999
popular_study-social-linkedin-scenario_2-video,3,129,141,143,143,501,546
popular_study-social-linkedin-scenario_2-video,4,144,147,173,186,54,559
popular_study-social-linkedin-scenario_2-video,5,187,194,212,215,177,556
popular_study-social-linkedin-scenario_2-video,6,216,217,219,229,17,117
popular_study-social-linkedin-scenario_2-video,7,230,231,233,238,16,101
popular_study-social-linkedin-scenario_2-video,8,239,240,243,250,22,98
popular_study-social-linkedin-scenario_2-video,9,251,252,262,262,21,266
popular_study-social-linkedin-scenario_2-video,10,263,264,266,271,20,116
popular_study-social-linkedin-scenario_2-video,11,272,272,276,285,0,103
popular_study-social-linkedin-scenario_2-video,12,286,299,315,315,361,715
popular_study-social-linkedin-scenario_2-video,13,316,325,359,371,166,898
popular_study-social-tiktok-scenario_1-video,1,182,190,206,293,194,535
popular_study-social-tiktok-scenario_1-video,2,294,318,326,332,907,1155
popular_study-social-tiktok-scenario_1-video,3,333,336,363,370,114,827
popular_study-social-tiktok-scenario_1-video,4,371,373,402,418,100,675
popular_study-social-tiktok-scenario_1-video,5,419,423,438,441,84,408
popular_study-social-tiktok-scenario_1-video,6,442,446,472,475,123,770
popular_study-social-tiktok-scenario_1-video,7,476,479,503,520,58,547
popular_study-social-tiktok-scenario_1-video,8,521,534,542,555,320,869
popular_study-social-tiktok-scenario_1-video,9,556,559,581,614,69,590
popular_study-social-tiktok-scenario_1-video,10,615,620,642,645,154,722
popular_study-social-tiktok-scenario_1-video,11,646,660,668,668,342,557
popular_study-social-tiktok-scenario_1-video,12,669,677,695,699,225,714
popular_study-social-tiktok-scenario_1-video,13,700,701,719,720,20,404
popular_study-social-tiktok-scenario_1-video,14,721,735,756,756,373,1965
popular_study-social-tiktok-scenario_2-video,1,188,200,282,322,277,2314
popular_study-social-tiktok-scenario_2-video,2,323,334,354,371,535,1008
popular_study-social-tiktok-scenario_2-video,3,372,378,404,422,165,888
popular_study-social-tiktok-scenario_2-video,4,423,429,450,479,170,716
popular_study-social-tiktok-scenario_2-video,5,480,485,501,520,143,626
popular_study-social-tiktok-scenario_2-video,6,521,523,533,584,56,320
popular_study-social-tiktok-scenario_2-video,7,585,586,629,841,27,1325
popular_study-social-tiktok-scenario_2-video,8,842,848,862,886,204,535
popular_study-social-tiktok-scenario_2-video,9,887,905,1002,1320,648,4899
popular_study-social-tiktok-scenario_2-video,10,1321,1323,1386,1404,54,2248
popular_study-social-tiktok-scenario_2-video,11,1405,1417,1539,1668,745,6453
popular_study-sports-at_bat-scenario_1-video,1,2,5,28,49,65,501
popular_study-sports-at_bat-scenario_1-video,2,50,53,119,119,60,1292
popular_study-sports-at_bat-scenario_1-video,3,120,133,184,184,294,2305
popular_study-sports-at_bat-scenario_1-video,4,185,191,239,245,181,1148
popular_study-sports-at_bat-scenario_1-video,5,246,252,347,347,124,1880
popular_study-sports-at_bat-scenario_1-video,6,348,353,375,375,87,514
popular_study-sports-at_bat-scenario_1-video,7,376,379,474,474,54,1813
popular_study-sports-at_bat-scenario_1-video,8,475,480,507,529,102,605
popular_study-sports-at_bat-scenario_1-video,9,530,541,559,559,254,647
popular_study-sports-at_bat-scenario_1-video,10,560,566,622,622,106,1354
popular_study-sports-at_bat-scenario_1-video,11,623,635,655,655,220,608
popular_study-sports-at_bat-scenario_1-video,12,656,659,726,726,52,1351
popular_study-sports-at_bat-scenario_1-video,13,727,731,804,804,78,3531
popular_study-sports-at_bat-scenario_2-video,1,2,4,50,53,49,1874
popular_study-sports-at_bat-scenario_2-video,2,54,57,95,119,116,871
popular_study-sports-at_bat-scenario_2-video,3,120,123,234,237,82,2454
popular_study-sports-at_bat-scenario_2-video,4,238,242,263,263,72,472
popular_study-sports-at_bat-scenario_2-video,5,264,266,314,314,37,984
popular_study-sports-at_bat-scenario_2-video,6,315,316,373,392,18,1142
popular_study-sports-at_bat-scenario_2-video,7,393,399,450,456,135,2103
popular_study-sports-at_bat-scenario_2-video,8,457,462,479,497,119,428
popular_study-sports-at_bat-scenario_2-video,9,498,501,531,535,100,654
popular_study-sports-at_bat-scenario_2-video,10,536,539,575,575,80,4241
popular_study-sports-cbs_sportscaster-scenario_1-video,1,1,3,25,37,44,489
popular_study-sports-cbs_sportscaster-scenario_1-video,2,38,43,65,65,100,571
